Heure;Jour;Mois;Industrie;Autres residentiel;Autres tertiaire;Eclairage;Cuisson
0;Semaine;5;0,403601071;0,227239201;0,243756326;0,118194488;0,007208913
1;Semaine;5;0,409450924;0,252750689;0,234455817;0,098182478;0,005160092
2;Semaine;5;0,432494851;0,271468807;0,205857307;0,084784965;0,00539407
3;Semaine;5;0,434876657;0,262684444;0,211958154;0,085068628;0,005412116
4;Semaine;5;0,448994224;0,247472436;0,220221307;0,078736659;0,004575374
5;Semaine;5;0,453491619;0,242075218;0,213636441;0,085365705;0,005431017
6;Semaine;5;0,450449564;0,224371008;0,250202583;0,068961912;0,006014934
7;Semaine;5;0,417321315;0,204428399;0,285482032;0,065709128;0,027059126
8;Semaine;5;0,36731213;0,185598884;0,335708299;0,078311765;0,033068923
9;Semaine;5;0,350137009;0,189647565;0,357923103;0,073718489;0,028573833
10;Semaine;5;0,343307274;0,193540262;0,373768746;0,071039439;0,018344279
11;Semaine;5;0,340988185;0,193138341;0,376605449;0,069002975;0,020265051
12;Semaine;5;0,338052194;0,200684862;0,349802893;0,064939515;0,046520536
13;Semaine;5;0,34207546;0,21200362;0,322985812;0,063234787;0,059700322
14;Semaine;5;0,345216854;0,210298368;0,34902906;0,066198493;0,029257226
15;Semaine;5;0,34894069;0,207593952;0,36231294;0,065851604;0,015300814
16;Semaine;5;0,358820825;0,214102593;0,346647035;0,065326186;0,015103361
17;Semaine;5;0,363839648;0,208021114;0,343460175;0,066177755;0,018501308
18;Semaine;5;0,360557455;0,199531045;0,340434366;0,077864946;0,021612188
19;Semaine;5;0,345415529;0,206610805;0,313293058;0,082716449;0,051964158
20;Semaine;5;0,34726395;0,210164251;0,27509872;0,086911778;0,0805613
21;Semaine;5;0,367940161;0,225849889;0,254565343;0,092756603;0,058888004
22;Semaine;5;0,384967599;0,231935863;0,240247622;0,114626716;0,028222201
23;Semaine;5;0,395441291;0,232805654;0,225755632;0,134686399;0,011311023
0;Samedi;5;0,373658777;0,237214127;0,25445629;0,123382771;0,011288035
1;Samedi;5;0,408397241;0,252100258;0,233852467;0,097929815;0,007720219
2;Samedi;5;0,431331535;0,270738616;0,205303596;0,084556912;0,008069341
3;Samedi;5;0,433703031;0,261975523;0,211386131;0,084839048;0,008096265
4;Samedi;5;0,44796941;0,246907589;0,219718659;0,078556945;0,006847397
5;Samedi;5;0,445974838;0,244191421;0,215504034;0,086111966;0,008217741
6;Samedi;5;0,452024956;0,236439716;0,229356312;0,072671309;0,009507707
7;Samedi;5;0,419227962;0,220430167;0,245723522;0,070852554;0,043765796
8;Samedi;5;0,367911617;0,204144279;0,287247428;0,086136827;0,054559849
9;Samedi;5;0,353110542;0,214838443;0,299986561;0,083510513;0,048553941
10;Samedi;5;0,356337876;0,225463537;0,303386548;0,082756957;0,032055083
11;Samedi;5;0,352871003;0,223951903;0,30791804;0,080011807;0,035247248
12;Samedi;5;0,344087465;0,228880781;0,273383434;0,074063418;0,079584902
13;Samedi;5;0,346380483;0,240735425;0,239392588;0,071804686;0,101686819
14;Samedi;5;0,356113825;0,243024342;0,273646522;0,076500095;0,050715216
15;Samedi;5;0,363427875;0,242018795;0,291024532;0,076771628;0,02675717
16;Samedi;5;0,368472805;0,246103337;0,284292556;0,075090135;0,026041167
17;Samedi;5;0,366694735;0,234865432;0,292388852;0,074717737;0,031333245
18;Samedi;5;0,355578925;0,220714836;0,301714473;0,086131704;0,035860062
19;Samedi;5;0,327560451;0,219998805;0,28136741;0,088076323;0,08299701
20;Samedi;5;0,318891428;0,216933369;0,249729995;0,089711094;0,124734113
21;Samedi;5;0,336826553;0,232653083;0,243976889;0,095550676;0,090992799
22;Samedi;5;0,351775447;0,238970157;0,247534;0,118103185;0,043617211
23;Samedi;5;0,365026267;0,24225177;0,234915693;0,140151315;0,017654954
0;Dimanche;5;0,366612677;0,240605401;0,258094063;0,125146682;0,009541176
1;Dimanche;5;0,40928513;0,252270576;0,234010456;0,097995975;0,006437863
2;Dimanche;5;0,429727235;0,272146031;0,206370852;0,084996475;0,006759407
3;Dimanche;5;0,431573013;0,263588977;0,212688015;0,085361555;0,006788441
4;Dimanche;5;0,443208454;0,249552939;0,222072709;0,079398599;0,005767299
5;Dimanche;5;0,440644782;0,247151681;0,218116526;0,087155875;0,006931135
6;Dimanche;5;0,443207907;0,24397547;0,229653538;0,074987473;0,008175612
7;Dimanche;5;0,409274617;0,232038021;0,245711626;0,07458365;0,038392086
8;Dimanche;5;0,360648416;0,215113715;0,285562959;0,090765281;0,047909628
9;Dimanche;5;0,348255696;0,226605716;0,294376174;0,088084606;0,042677808
10;Dimanche;5;0,35069336;0,239144121;0,294050647;0,087778449;0,028333423
11;Dimanche;5;0,34370249;0,238701944;0,301006712;0,085281587;0,031307268
12;Dimanche;5;0,337303464;0,245525028;0,26657858;0,079449321;0,071143607
13;Dimanche;5;0,342809524;0,258748735;0,230184474;0,077177555;0,091079712
14;Dimanche;5;0,347538845;0,260052209;0,265324879;0,081860189;0,045223878
15;Dimanche;5;0,351818976;0,258827737;0,283403355;0,082103651;0,023846281
16;Dimanche;5;0,355543275;0,262340431;0,278939227;0,080044336;0,023132732
17;Dimanche;5;0,354415542;0,248899163;0,289831777;0,079182288;0,02767123
18;Dimanche;5;0,34472653;0,231920389;0,301447979;0,090504556;0,031400546
19;Dimanche;5;0,320069456;0,230746793;0,284261306;0,09237927;0,072543174
20;Dimanche;5;0,314620793;0,227502544;0,254785383;0,094081894;0,109009386
21;Dimanche;5;0,331831023;0,241237926;0,249229235;0,099076473;0,078625343
22;Dimanche;5;0,346785669;0,243540852;0,252268492;0,120362102;0,037042885
23;Dimanche;5;0,357943322;0,246094428;0,238641985;0,14237443;0,014945835
0;Semaine;6;0,406857434;0,224236824;0,242320438;0,119351858;0,007233446
1;Semaine;6;0,41665239;0,254944511;0,224696857;0,099385148;0,004321093
2;Semaine;6;0,441992925;0,272198573;0,195075644;0,086196215;0,004536643
3;Semaine;6;0,446039973;0,260956376;0,20144001;0,086985459;0,004578182
4;Semaine;6;0,461185989;0,24363764;0,210840265;0,079650767;0,004685339
5;Semaine;6;0,466531605;0,239141005;0,202350081;0,087378444;0,004598865
6;Semaine;6;0,466005939;0,223227026;0,240735028;0,065655008;0,004377001
7;Semaine;6;0,434673583;0,206636553;0,272916202;0,058482043;0,02729162
8;Semaine;6;0,38279474;0,185498849;0,330525221;0,067454127;0,033727063
9;Semaine;6;0,360387602;0,187203629;0,355686894;0,06864133;0,028080544
10;Semaine;6;0,350397456;0,189467409;0,372919979;0,069170641;0,018044515
11;Semaine;6;0,348055577;0,187947942;0,375895883;0,067543792;0,020556806
12;Semaine;6;0,345015966;0,19503969;0,349324818;0,064042883;0,046576642
13;Semaine;6;0,348177926;0,207397933;0,322948209;0,06221938;0,059256552
14;Semaine;6;0,351149223;0,207395226;0,346646306;0,065181357;0,029627889
15;Semaine;6;0,35623129;0,205648338;0,357649283;0,065569035;0,014902053
16;Semaine;6;0,367174601;0,211965789;0,340988443;0,064511327;0,01535984
17;Semaine;6;0,373267478;0,207861038;0,336986834;0,062988193;0,018896458
18;Semaine;6;0,376030786;0,204789896;0,332783581;0,063996842;0,022398895
19;Semaine;6;0,362385761;0,211501309;0,311031336;0,062206267;0,052875327
20;Semaine;6;0,362650586;0,213496356;0,276289401;0,065932698;0,081630959
21;Semaine;6;0,382308382;0,230382279;0,253754394;0,073455219;0,060099725
22;Semaine;6;0,395416538;0,231991329;0,239021369;0,105450604;0,028120161
23;Semaine;6;0,399630667;0,230911282;0,223806319;0,134994288;0,010657444
0;Samedi;6;0,376620925;0,23423941;0,253129685;0,124675815;0,011334165
1;Samedi;6;0,415754134;0,254394879;0,224212436;0,099170885;0,006467666
2;Samedi;6;0,440992612;0,271582537;0,194634151;0,086001137;0,006789563
3;Samedi;6;0,445021279;0,260360388;0,200979948;0,086786796;0,006851589
4;Samedi;6;0,460108108;0,243068211;0,21034749;0,079464607;0,007011583
5;Samedi;6;0,459104461;0,241429769;0,204286727;0,088214723;0,00696432
6;Samedi;6;0,468997487;0,236016219;0,218628106;0,069416535;0,006941653
7;Samedi;6;0,438383228;0,223826885;0,230099593;0,063347232;0,044343062
8;Samedi;6;0,385298025;0,205239025;0,278856297;0,074632373;0,05597428
9;Samedi;6;0,365257898;0,2133938;0,295090303;0,078244393;0,048013605
10;Samedi;6;0,365261487;0,221895548;0,300134116;0,081009486;0,031699364
11;Samedi;6;0,361502828;0,218858654;0,305079691;0,078652329;0,035906498
12;Samedi;6;0,352463033;0,223388302;0,270777591;0,073351383;0,08001969
13;Samedi;6;0,353838395;0,236549001;0,23726976;0,0709647;0,101378143
14;Samedi;6;0,363366717;0,240610866;0,268842387;0,075620558;0,051559471
15;Samedi;6;0,37257647;0,240896063;0,283535673;0,07680744;0,026184355
16;Samedi;6;0,378468319;0,244705544;0,275752107;0,0744756;0,026598429
17;Samedi;6;0,377535121;0,23570747;0,283188975;0,071426506;0,032141928
18;Samedi;6;0,372568862;0,227721823;0,291185634;0,07116307;0,037360612
19;Samedi;6;0,34501186;0,226228384;0,277386352;0,06653776;0,084835644
20;Samedi;6;0,333854833;0,221053559;0,250044351;0,06826654;0,126780718
21;Samedi;6;0,350486847;0,237804497;0,242832998;0,075821724;0,093053934
22;Samedi;6;0,361593599;0,2394024;0,246657018;0,108819273;0,043527709
23;Samedi;6;0,368954312;0,240574603;0,233172307;0,140643614;0,016655165
0;Dimanche;6;0,369780093;0,237529691;0,256685311;0,126427094;0,00957781
1;Dimanche;6;0,41644734;0,254562713;0,224360357;0,099236312;0,005393278
2;Dimanche;6;0,439186422;0,273012695;0,195659098;0,08645402;0,005687764
3;Dimanche;6;0,443219911;0,261744042;0,202048032;0,087248014;0,005740001
4;Dimanche;6;0,455777494;0,245549417;0,212494688;0,080275771;0,00590263
5;Dimanche;6;0,453635381;0,244395356;0,206796071;0,089298303;0,005874888
6;Dimanche;6;0,460769159;0,243464848;0,21819141;0,071607308;0,005967276
7;Dimanche;6;0,429585591;0,235889311;0,228819982;0,066761126;0,03894399
8;Dimanche;6;0,379794437;0,216418297;0,275903727;0,078697563;0,049185977
9;Dimanche;6;0,362049605;0,225061918;0,288166664;0,082522703;0,04219911
10;Dimanche;6;0,360756174;0,235470773;0,289775298;0,08596552;0,028032235
11;Dimanche;6;0,35252121;0,233748005;0,297769861;0,084003189;0,031957735
12;Dimanche;6;0,345888914;0,24010109;0,263498865;0,078839164;0,071671967
13;Dimanche;6;0,350919127;0,254499988;0,227338036;0,076349996;0,090892853
14;Dimanche;6;0,355442128;0,257780242;0,259728797;0,081016647;0,046032186
15;Dimanche;6;0,361093583;0,258137766;0,275081812;0,082304795;0,023382044
16;Dimanche;6;0,365692186;0,261425205;0,269638596;0,079564193;0,023679819
17;Dimanche;6;0,365846466;0,250164388;0,279753985;0,07580739;0,028427771
18;Dimanche;6;0,361884115;0,239956313;0,290366697;0,074986348;0,032806527
19;Dimanche;6;0,33765499;0,237883748;0,280156782;0,069965808;0,074338671
20;Dimanche;6;0,329709435;0,232285968;0,255250196;0,071735372;0,111019029
21;Dimanche;6;0,345477663;0,246974293;0,248267522;0,078745427;0,080535095
22;Dimanche;6;0,356794322;0,243974567;0,251367736;0,110897531;0,036965844
23;Dimanche;6;0,362489203;0,244113118;0,236601945;0,142712285;0,014083449
0;Semaine;7;0,41020997;0,221145774;0,240842143;0,120543409;0,007258703
1;Semaine;7;0,424200418;0,257243909;0,214468259;0,100645696;0,003441719
2;Semaine;7;0,452037029;0,272970292;0,183674159;0,087688595;0,003629924
3;Semaine;7;0,457986583;0,259107055;0,190183841;0,089036787;0,003685733
4;Semaine;7;0,474272931;0,239521274;0,200770424;0,080631993;0,004803378
5;Semaine;7;0,480516121;0,235994256;0,190246211;0,089536973;0,003706439
6;Semaine;7;0,482960981;0,221980188;0,230416249;0,062050781;0,002591802
7;Semaine;7;0,453860732;0,209078203;0,259021622;0,050490744;0,027548699
8;Semaine;7;0,400002266;0,185387669;0,324764697;0,055386841;0,034458527
9;Semaine;7;0,371487058;0,184557307;0,353265503;0,063143727;0,027546406
10;Semaine;7;0,357914141;0,185149557;0,372020155;0,067189428;0,017726719
11;Semaine;7;0,35549534;0,182484068;0,375148932;0,066007726;0,020863934
12;Semaine;7;0,352344784;0,189098594;0,348821682;0,06309925;0,04663569
13;Semaine;7;0,354587557;0,20256042;0,322908714;0,061152863;0,058790445
14;Semaine;7;0,357372364;0,204349787;0,344146762;0,064114366;0,030016721
15;Semaine;7;0,363909308;0,203599335;0,352737802;0,065271451;0,014482103
16;Semaine;7;0,376014642;0,209704604;0,33500047;0,063649036;0,015631248
17;Semaine;7;0,383332861;0,207690135;0,330075735;0,059582939;0,01931833
18;Semaine;7;0,393061608;0,210578084;0,324362695;0,048732825;0,023264789
19;Semaine;7;0,381297669;0,216951367;0,308510835;0,039349381;0,053890749
20;Semaine;7;0,379630246;0,217173443;0,277603357;0,042781591;0,082811364
21;Semaine;7;0,397995623;0,235330747;0,252868999;0,052381947;0,061422683
22;Semaine;7;0,406595389;0,232050669;0,237709456;0,095633493;0,028010994
23;Semaine;7;0,403982242;0,228943566;0,221781535;0,135314097;0,00997856
0;Samedi;7;0,379674775;0,231172601;0,25176201;0,12600889;0,011381723
1;Samedi;7;0,423471682;0,256801989;0,214099823;0,100472796;0,00515371
2;Samedi;7;0,451218086;0,272475759;0,183341402;0,087529732;0,005435022
3;Samedi;7;0,457144127;0,258630434;0,189834003;0,088873006;0,00551843
4;Samedi;7;0,473136604;0,238947397;0,200289391;0,080438804;0,007187805
5;Samedi;7;0,473209105;0,238463032;0,192236409;0,090473634;0,005617819
6;Samedi;7;0,487625001;0,235551426;0,206853798;0,065844389;0,004125386
7;Samedi;7;0,459768383;0,22761902;0,212656862;0,054968206;0,044987529
8;Samedi;7;0,404863953;0,206471007;0,269413273;0,061685747;0,05756602
9;Samedi;7;0,378583383;0,211809047;0,289719175;0,072467532;0,047420863
10;Samedi;7;0,374826379;0,21807115;0,296647953;0,079136435;0,031318082
11;Samedi;7;0,370668993;0,213450115;0,302065639;0,077208695;0,036606558
12;Samedi;7;0,361354924;0,217557232;0,268011108;0,072595453;0,080481282
13;Samedi;7;0,361743191;0,232111724;0,235019731;0,070074382;0,101050972
14;Samedi;7;0,371036598;0,238058633;0,263762049;0,074690454;0,052452265
15;Samedi;7;0,382306208;0,239702012;0,275571101;0,076845527;0,025575152
16;Samedi;7;0,389140668;0,243213102;0,266633352;0,073819454;0,027193425
17;Samedi;7;0,389213358;0,236614589;0,273278043;0,067880897;0,033013114
18;Samedi;7;0,391476468;0,235519694;0,279468397;0,054504912;0,039030529
19;Samedi;7;0,364647592;0,233237695;0,272907001;0,0423033;0,086904412
20;Samedi;7;0,350475111;0,225629971;0,250393514;0,044447465;0,129053939
21;Samedi;7;0,365464741;0,24345279;0,241578773;0,054189821;0,095313875
22;Samedi;7;0,372131777;0,239866343;0,245715723;0,098854514;0,043431643
23;Samedi;7;0,37304463;0,238828148;0,231356899;0,14115625;0,015614072
0;Dimanche;7;0,373043936;0,234360347;0,255233673;0,127746485;0,009615559
1;Dimanche;7;0,423960418;0,256967139;0,214237512;0,100537411;0,00429752
2;Dimanche;7;0,449199597;0,273930117;0,184319999;0,087996928;0,00455336
3;Dimanche;7;0,455673109;0,259771384;0,190671457;0,08926507;0,004618979
4;Dimanche;7;0,469253881;0,241256884;0,202225239;0,081216265;0,006047731
5;Dimanche;7;0,467595276;0,241433368;0,194630938;0,091600589;0,004739829
6;Dimanche;7;0,480030582;0,24290479;0,20561959;0,067899897;0,003545142
7;Dimanche;7;0,45231722;0,240199597;0,209915197;0,058006316;0,03956167
8;Dimanche;7;0,40137256;0,217888599;0,265017491;0,065096892;0,050624458
9;Dimanche;7;0,377178513;0,223368708;0,281356188;0,07642251;0,041674082
10;Dimanche;7;0,371552695;0,231529591;0,285188223;0,084020405;0,027709086
11;Dimanche;7;0,361925223;0,228465276;0,294318183;0,082639945;0,032651373
12;Dimanche;7;0,355040398;0,234319555;0,260216105;0,078188779;0,072235162
13;Dimanche;7;0,359532156;0,249987488;0,224314897;0,075471064;0,090694395
14;Dimanche;7;0,363820562;0,255371682;0,253796275;0,080122391;0,04688909
15;Dimanche;7;0,370997774;0,257400959;0,26619538;0,082519593;0,022886293
16;Dimanche;7;0,376577807;0,260443544;0,259662833;0,079049196;0,02426662
17;Dimanche;7;0,378199128;0,251531635;0,268863564;0,072160356;0,029245317
18;Dimanche;7;0,381092151;0,248952586;0,277961124;0,057613606;0,034380533
19;Dimanche;7;0,35754881;0,245957502;0,275513496;0,044610345;0,076369846
20;Dimanche;7;0,346539548;0,237621475;0,255768656;0,046809704;0,113260616
21;Dimanche;7;0,360490907;0,253285112;0,247209501;0,056378384;0,082636095
22;Dimanche;7;0,36753635;0,244440064;0,250400978;0,100739451;0,036883157
23;Dimanche;7;0,367211921;0,242054734;0,234482547;0,143063281;0,013187516
0;Semaine;8;0,406857434;0,224236824;0,242320438;0,119351858;0,007233446
1;Semaine;8;0,41665239;0,254944511;0,224696857;0,099385148;0,004321093
2;Semaine;8;0,441992925;0,272198573;0,195075644;0,086196215;0,004536643
3;Semaine;8;0,446039973;0,260956376;0,20144001;0,086985459;0,004578182
4;Semaine;8;0,461185989;0,24363764;0,210840265;0,079650767;0,004685339
5;Semaine;8;0,466531605;0,239141005;0,202350081;0,087378444;0,004598865
6;Semaine;8;0,466005939;0,223227026;0,240735028;0,065655008;0,004377001
7;Semaine;8;0,434673583;0,206636553;0,272916202;0,058482043;0,02729162
8;Semaine;8;0,38279474;0,185498849;0,330525221;0,067454127;0,033727063
9;Semaine;8;0,360387602;0,187203629;0,355686894;0,06864133;0,028080544
10;Semaine;8;0,350397456;0,189467409;0,372919979;0,069170641;0,018044515
11;Semaine;8;0,348055577;0,187947942;0,375895883;0,067543792;0,020556806
12;Semaine;8;0,345015966;0,19503969;0,349324818;0,064042883;0,046576642
13;Semaine;8;0,348177926;0,207397933;0,322948209;0,06221938;0,059256552
14;Semaine;8;0,351149223;0,207395226;0,346646306;0,065181357;0,029627889
15;Semaine;8;0,35623129;0,205648338;0,357649283;0,065569035;0,014902053
16;Semaine;8;0,367174601;0,211965789;0,340988443;0,064511327;0,01535984
17;Semaine;8;0,373267478;0,207861038;0,336986834;0,062988193;0,018896458
18;Semaine;8;0,376030786;0,204789896;0,332783581;0,063996842;0,022398895
19;Semaine;8;0,362385761;0,211501309;0,311031336;0,062206267;0,052875327
20;Semaine;8;0,362650586;0,213496356;0,276289401;0,065932698;0,081630959
21;Semaine;8;0,382308382;0,230382279;0,253754394;0,073455219;0,060099725
22;Semaine;8;0,395416538;0,231991329;0,239021369;0,105450604;0,028120161
23;Semaine;8;0,399630667;0,230911282;0,223806319;0,134994288;0,010657444
0;Samedi;8;0,376620925;0,23423941;0,253129685;0,124675815;0,011334165
1;Samedi;8;0,415754134;0,254394879;0,224212436;0,099170885;0,006467666
2;Samedi;8;0,440992612;0,271582537;0,194634151;0,086001137;0,006789563
3;Samedi;8;0,445021279;0,260360388;0,200979948;0,086786796;0,006851589
4;Samedi;8;0,460108108;0,243068211;0,21034749;0,079464607;0,007011583
5;Samedi;8;0,459104461;0,241429769;0,204286727;0,088214723;0,00696432
6;Samedi;8;0,468997487;0,236016219;0,218628106;0,069416535;0,006941653
7;Samedi;8;0,438383228;0,223826885;0,230099593;0,063347232;0,044343062
8;Samedi;8;0,385298025;0,205239025;0,278856297;0,074632373;0,05597428
9;Samedi;8;0,365257898;0,2133938;0,295090303;0,078244393;0,048013605
10;Samedi;8;0,365261487;0,221895548;0,300134116;0,081009486;0,031699364
11;Samedi;8;0,361502828;0,218858654;0,305079691;0,078652329;0,035906498
12;Samedi;8;0,352463033;0,223388302;0,270777591;0,073351383;0,08001969
13;Samedi;8;0,353838395;0,236549001;0,23726976;0,0709647;0,101378143
14;Samedi;8;0,363366717;0,240610866;0,268842387;0,075620558;0,051559471
15;Samedi;8;0,37257647;0,240896063;0,283535673;0,07680744;0,026184355
16;Samedi;8;0,378468319;0,244705544;0,275752107;0,0744756;0,026598429
17;Samedi;8;0,377535121;0,23570747;0,283188975;0,071426506;0,032141928
18;Samedi;8;0,372568862;0,227721823;0,291185634;0,07116307;0,037360612
19;Samedi;8;0,34501186;0,226228384;0,277386352;0,06653776;0,084835644
20;Samedi;8;0,333854833;0,221053559;0,250044351;0,06826654;0,126780718
21;Samedi;8;0,350486847;0,237804497;0,242832998;0,075821724;0,093053934
22;Samedi;8;0,361593599;0,2394024;0,246657018;0,108819273;0,043527709
23;Samedi;8;0,368954312;0,240574603;0,233172307;0,140643614;0,016655165
0;Dimanche;8;0,369780093;0,237529691;0,256685311;0,126427094;0,00957781
1;Dimanche;8;0,41644734;0,254562713;0,224360357;0,099236312;0,005393278
2;Dimanche;8;0,439186422;0,273012695;0,195659098;0,08645402;0,005687764
3;Dimanche;8;0,443219911;0,261744042;0,202048032;0,087248014;0,005740001
4;Dimanche;8;0,455777494;0,245549417;0,212494688;0,080275771;0,00590263
5;Dimanche;8;0,453635381;0,244395356;0,206796071;0,089298303;0,005874888
6;Dimanche;8;0,460769159;0,243464848;0,21819141;0,071607308;0,005967276
7;Dimanche;8;0,429585591;0,235889311;0,228819982;0,066761126;0,03894399
8;Dimanche;8;0,379794437;0,216418297;0,275903727;0,078697563;0,049185977
9;Dimanche;8;0,362049605;0,225061918;0,288166664;0,082522703;0,04219911
10;Dimanche;8;0,360756174;0,235470773;0,289775298;0,08596552;0,028032235
11;Dimanche;8;0,35252121;0,233748005;0,297769861;0,084003189;0,031957735
12;Dimanche;8;0,345888914;0,24010109;0,263498865;0,078839164;0,071671967
13;Dimanche;8;0,350919127;0,254499988;0,227338036;0,076349996;0,090892853
14;Dimanche;8;0,355442128;0,257780242;0,259728797;0,081016647;0,046032186
15;Dimanche;8;0,361093583;0,258137766;0,275081812;0,082304795;0,023382044
16;Dimanche;8;0,365692186;0,261425205;0,269638596;0,079564193;0,023679819
17;Dimanche;8;0,365846466;0,250164388;0,279753985;0,07580739;0,028427771
18;Dimanche;8;0,361884115;0,239956313;0,290366697;0,074986348;0,032806527
19;Dimanche;8;0,33765499;0,237883748;0,280156782;0,069965808;0,074338671
20;Dimanche;8;0,329709435;0,232285968;0,255250196;0,071735372;0,111019029
21;Dimanche;8;0,345477663;0,246974293;0,248267522;0,078745427;0,080535095
22;Dimanche;8;0,356794322;0,243974567;0,251367736;0,110897531;0,036965844
23;Dimanche;8;0,362489203;0,244113118;0,236601945;0,142712285;0,014083449
0;Semaine;9;0,403601071;0,227239201;0,243756326;0,118194488;0,007208913
